node, front, label
1544, 455, 2758
1545, 455, 2757
1546, 455, 2756
1547, 455, 2755
1548, 455, 2754
1549, 455, 2753
1550, 455, 2752
1551, 455, 2751
1552, 455, 2750
1553, 455, 2749
1554, 455, 2748
1555, 455, 2747
1556, 455, 2746
1557, 455, 2745
1558, 455, 2744
1559, 455, 2743
1560, 455, 2742
1561, 455, 2741
1562, 455, 2740
1563, 455, 2739
1564, 455, 2738
1565, 455, 2737
1566, 455, 2736
1567, 455, 2735
1568, 455, 2734
1569, 455, 2733
1570, 455, 2732
1571, 455, 2731
1572, 455, 2730
1573, 455, 2729
1574, 455, 2728
1575, 455, 2727
1576, 455, 2726
1577, 455, 2725
1578, 455, 2724
1579, 455, 2723
1580, 455, 2722
1581, 455, 2721
1582, 455, 2720
1583, 455, 2719
1584, 455, 2718
1585, 455, 2717
1586, 455, 2716
1587, 455, 2715
1588, 455, 2714
1589, 455, 2713
1590, 455, 2712
1591, 455, 2711
1592, 455, 2710
1593, 455, 2709
1594, 455, 2708
1595, 455, 2707
1596, 455, 2706
1597, 455, 2705
1598, 455, 2704
1599, 455, 2703
1600, 455, 2702
1601, 455, 2701
1602, 455, 2700
1603, 455, 2699
1604, 455, 2698
1605, 455, 2697
1606, 455, 2696
1607, 455, 2695
1608, 455, 2694
1609, 455, 2693
1610, 455, 2692
1611, 455, 2691
1612, 455, 2690
1613, 455, 2689
1614, 455, 2688
1615, 455, 2687
1616, 455, 2686
1617, 455, 2685
1618, 455, 2684
1619, 455, 2683
1620, 455, 2682
1621, 455, 2681
1622, 455, 2680
1623, 455, 2679
1624, 455, 2678
1625, 455, 2677
1626, 455, 2676
1627, 455, 2675
1628, 455, 2674
1629, 455, 2673
1630, 455, 2672
1631, 455, 2671
1632, 455, 2670
1633, 455, 2669
1634, 455, 2668
1635, 455, 2667
1636, 455, 2666
1637, 455, 2665
1638, 455, 2664
1639, 455, 2663
1640, 455, 2662
1641, 455, 2661
1642, 455, 2660
1643, 455, 2659
1644, 455, 2658
1645, 455, 2657
1646, 455, 2656
1647, 455, 2655
1648, 455, 2654
1649, 455, 2653
1650, 455, 2652
1651, 455, 2651
1652, 455, 2650
1653, 455, 2649
1654, 455, 2648
1655, 455, 2647
1656, 455, 2646
1657, 455, 2645
1658, 455, 2644
1659, 455, 2643
1660, 455, 2642
1661, 455, 2641
1662, 455, 2640
1663, 455, 2639
1664, 455, 2638
1665, 455, 2637
1666, 455, 2636
1667, 455, 2635
1668, 455, 2634
1669, 455, 2633
1670, 455, 2632
1671, 455, 2631
1672, 455, 2630
1673, 455, 2629
1674, 455, 2628
1675, 455, 2627
1676, 455, 2626
1677, 455, 2625
1678, 455, 2624
1679, 455, 2623
1680, 455, 2622
1681, 455, 2621
1682, 455, 2620
1683, 455, 2619
1684, 455, 2618
1685, 455, 2617
1686, 455, 2616
1687, 455, 2615
1688, 455, 2614
1689, 455, 2613
1690, 455, 2612
1691, 455, 2611
1692, 455, 2610
1693, 455, 2609
1694, 455, 2608
1695, 455, 2607
1696, 455, 2606
1697, 455, 2605
1698, 455, 2604
1699, 455, 2603
1700, 455, 2602
1701, 455, 2601
1702, 455, 2600
1703, 455, 2599
1704, 455, 2598
1705, 455, 2597
1706, 455, 2596
1707, 455, 2595
1708, 455, 2594
1709, 455, 2593
1710, 455, 2592
1711, 455, 2591
1712, 455, 2590
1713, 455, 2589
1714, 455, 2588
1715, 455, 2587
1716, 455, 2586
1717, 455, 2585
1718, 455, 2584
1719, 455, 2583
1720, 455, 2582
1721, 455, 2581
1722, 455, 2580
1723, 455, 2579
1724, 455, 2578
1725, 455, 2577
1726, 455, 2576
1727, 455, 2575
1728, 455, 2574
1729, 455, 2573
1730, 455, 2572
1731, 455, 2571
1732, 455, 2570
1733, 455, 2569
1734, 455, 2568
1735, 455, 2567
1736, 455, 2566
1737, 455, 2565
1738, 455, 2564
1739, 455, 2563
1740, 455, 2562
1741, 455, 2561
1742, 455, 2560
1743, 455, 2559
1744, 455, 2558
1745, 455, 2557
1746, 455, 2556
1747, 455, 2555
1748, 455, 2554
1749, 455, 2553
1750, 455, 2552
1751, 455, 2551
1752, 455, 2550
1753, 455, 2549
1754, 455, 2548
1755, 455, 2547
1756, 455, 2546
1757, 455, 2545
1758, 455, 2544
1759, 455, 2543
1760, 455, 2542
1761, 455, 2541
1762, 455, 2540
1763, 455, 2539
1764, 455, 2538
1765, 455, 2537
1766, 455, 2536
1767, 455, 2535
1768, 455, 2534
1769, 455, 2533
1770, 455, 2532
1771, 455, 2531
1772, 455, 2530
1773, 455, 2529
1774, 455, 2528
1775, 455, 2527
1776, 455, 2526
1777, 455, 2525
1778, 455, 2524
1779, 455, 2523
1780, 455, 2522
1781, 455, 2521
1782, 455, 2520
1783, 455, 2519
1784, 455, 2518
1785, 455, 2517
1786, 455, 2516
1787, 455, 2515
1788, 455, 2514
1789, 455, 2513
1790, 455, 2512
1791, 455, 2511
1792, 455, 2510
1793, 455, 2509
1794, 455, 2508
1795, 455, 2507
1796, 455, 2506
1797, 455, 2505
1798, 455, 2504
1799, 455, 2503
1800, 455, 2502
1801, 455, 2501
1802, 455, 2500
1803, 455, 2499
1804, 455, 2498
1805, 455, 2497
1806, 455, 2496
1807, 455, 2495
1808, 455, 2494
1809, 455, 2493
1810, 455, 2492
1811, 455, 2491
1812, 455, 2490
1813, 455, 2489
1814, 455, 2488
1815, 455, 2487
1816, 455, 2486
1817, 455, 2485
1818, 455, 2484
1819, 455, 2483
1820, 455, 2482
1821, 455, 2481
1822, 455, 2480
1823, 455, 2479
1824, 455, 2478
1825, 455, 2477
1826, 455, 2476
1827, 455, 2475
1828, 455, 2474
1829, 455, 2473
1830, 455, 2472
1831, 455, 2471
1832, 455, 2470
1833, 455, 2469
1834, 455, 2468
1835, 455, 2467
1836, 455, 2466
1837, 455, 2465
1838, 455, 2464
1839, 455, 2463
1840, 455, 2462
1841, 455, 2461
1842, 455, 2460
1843, 455, 2459
1844, 455, 2458
1845, 455, 2457
1846, 455, 2456
1847, 455, 2455
1848, 455, 2454
1849, 455, 2453
1850, 455, 2452
1851, 455, 2451
1852, 455, 2450
1853, 455, 2449
1854, 455, 2448
1855, 455, 2447
1856, 455, 2446
1857, 455, 2445
1858, 455, 2444
1859, 455, 2443
1860, 455, 2442
1861, 455, 2441
1862, 455, 2440
1863, 455, 2439
1864, 455, 2438
1865, 455, 2437
1866, 455, 2436
1867, 455, 2435
1868, 455, 2434
1869, 455, 2433
1870, 455, 2432
1871, 455, 2431
1872, 455, 2430
1873, 455, 2429
1874, 455, 2428
1875, 455, 2427
1876, 455, 2426
1877, 455, 2425
1878, 455, 2424
1879, 455, 2423
1880, 455, 2422
1881, 455, 2421
1882, 455, 2420
1883, 455, 2419
1884, 455, 2418
1885, 455, 2417
1886, 455, 2416
1887, 455, 2415
1888, 455, 2414
1889, 455, 2413
1890, 455, 2412
1891, 455, 2411
1892, 455, 2410
1893, 455, 2409
1894, 455, 2408
1895, 455, 2407
1896, 455, 2406
1897, 455, 2405
1898, 455, 2404
1899, 455, 2403
1900, 455, 2402
1901, 455, 2401
1902, 455, 2400
1903, 455, 2399
1904, 455, 2398
1905, 455, 2397
1906, 455, 2396
1907, 455, 2395
1908, 455, 2394
1909, 455, 2393
1910, 455, 2392
1911, 455, 2391
1912, 455, 2390
1913, 455, 2389
1914, 455, 2388
1915, 455, 2387
1916, 455, 2386
1917, 455, 2385
1918, 455, 2384
1919, 455, 2383
1920, 455, 2382
1921, 455, 2381
1922, 455, 2380
1923, 455, 2379
1924, 455, 2378
1925, 455, 2377
1926, 455, 2376
1927, 455, 2375
1928, 455, 2374
1929, 455, 2373
1930, 455, 2372
1931, 455, 2371
1932, 455, 2370
1933, 455, 2369
1934, 455, 2368
1935, 455, 2367
1936, 455, 2366
1937, 455, 2365
1938, 455, 2364
1939, 455, 2363
1940, 455, 2362
1941, 455, 2361
1942, 455, 2360
1943, 455, 2359
1944, 455, 2358
1945, 455, 2357
1946, 455, 2356
1947, 455, 2355
1948, 455, 2354
1949, 455, 2353
1950, 455, 2352
1951, 455, 2351
1952, 455, 2350
1953, 455, 2349
1954, 455, 2348
1955, 455, 2347
1956, 455, 2346
1957, 455, 2345
1958, 455, 2344
1959, 455, 2343
1960, 455, 2342
1961, 455, 2341
1962, 455, 2340
1963, 455, 2339
1964, 455, 2338
1965, 455, 2337
1966, 455, 2336
1967, 455, 2335
1968, 455, 2334
1969, 455, 2333
1970, 455, 2332
1971, 455, 2331
1972, 455, 2330
1973, 455, 2329
1974, 455, 2328
1975, 455, 2327
1976, 455, 2326
1977, 455, 2325
1978, 455, 2324
1979, 455, 2323
1980, 455, 2322
1981, 455, 2321
1982, 455, 2320
1983, 455, 2319
1984, 455, 2318
1985, 455, 2317
1986, 455, 2316
1987, 455, 2315
1988, 455, 2314
1989, 455, 2313
1990, 455, 2312
1991, 455, 2311
1992, 455, 2310
1993, 455, 2309
1994, 455, 2308
1995, 455, 2307
1996, 455, 2306
1997, 455, 2305
1998, 455, 2304
1999, 455, 2303
2000, 455, 2302
2001, 455, 2301
2002, 455, 2300
2003, 455, 2299
2004, 455, 2298
2005, 455, 2297
2006, 455, 2296
2007, 455, 2295
2008, 455, 2294
2009, 455, 2293
2010, 455, 2292
2011, 455, 2291
2012, 455, 2290
2013, 455, 2289
2014, 455, 2288
2015, 455, 2287
2016, 455, 2286
2017, 455, 2285
2018, 455, 2284
2019, 455, 2283
2020, 455, 2282
2021, 455, 2281
2022, 455, 2280
2023, 455, 2279
2024, 455, 2278
2025, 455, 2277
2026, 455, 2276
2027, 455, 2275
2028, 455, 2274
2029, 455, 2273
2030, 455, 2272
2031, 455, 2271
2032, 455, 2270
2033, 455, 2269
2034, 455, 2268
2035, 455, 2267
2036, 455, 2266
2037, 455, 2265
2038, 455, 2264
2039, 455, 2263
2040, 455, 2262
2041, 455, 2261
2042, 455, 2260
2043, 455, 2259
2044, 455, 2258
2045, 455, 2257
2046, 455, 2256
2047, 455, 2255
2048, 455, 2254
2049, 455, 2253
2050, 455, 2252
2051, 455, 2251
2052, 455, 2250
2053, 455, 2249
2054, 455, 2248
2055, 455, 2247
2056, 455, 2246
2057, 455, 2245
2058, 455, 2244
2059, 455, 2243
2060, 455, 2242
2061, 455, 2241
2062, 455, 2240
2063, 455, 2239
2064, 455, 2238
2065, 455, 2237
2066, 455, 2236
2067, 455, 2235
2068, 455, 2234
2069, 455, 2233
2070, 455, 2232
2071, 455, 2231
2072, 455, 2230
2073, 455, 2229
2074, 455, 2228
2075, 455, 2227
2076, 455, 2226
2077, 455, 2225
2078, 455, 2224
2079, 455, 2223
2080, 455, 2222
2081, 455, 2221
2082, 455, 2220
2083, 455, 2219
2084, 455, 2218
2085, 455, 2217
2086, 455, 2216
2087, 455, 2215
2088, 455, 2214
2089, 455, 2213
2090, 455, 2212
2091, 455, 2211
2092, 455, 2210
2093, 455, 2209
2094, 455, 2208
2095, 455, 2207
2096, 455, 2206
2097, 455, 2205
2098, 455, 2204
2099, 455, 2203
2100, 455, 2202
2101, 455, 2201
2102, 455, 2200
2103, 455, 2199
2104, 455, 2198
2105, 455, 2197
2106, 455, 2196
2107, 455, 2195
2108, 455, 2194
2109, 455, 2193
2110, 455, 2192
2111, 455, 2191
2112, 455, 2190
2113, 455, 2189
2114, 455, 2188
2115, 455, 2187
2116, 455, 2186
2117, 455, 2185
2118, 455, 2184
2119, 455, 2183
2120, 455, 2182
2121, 455, 2181
2122, 455, 2180
2123, 455, 2179
2124, 455, 2178
2125, 455, 2177
2126, 455, 2176
2127, 455, 2175
2128, 455, 2174
2129, 455, 2173
2130, 455, 2172
2131, 455, 2171
2132, 455, 2170
2133, 455, 2169
2134, 455, 2168
2135, 455, 2167
2136, 455, 2166
2137, 455, 2165
2138, 455, 2164
2139, 455, 2163
2140, 455, 2162
2141, 455, 2161
2142, 455, 2160
2143, 455, 2159
2144, 455, 2158
2145, 455, 2157
2146, 455, 2156
2147, 455, 2155
2148, 455, 2154
2149, 455, 2153
2150, 455, 2152
2151, 455, 2151
2152, 455, 2150
2153, 455, 2149
2154, 455, 2148
2155, 455, 2147
2156, 455, 2146
2157, 455, 2145
2158, 455, 2144
2159, 455, 2143
2160, 455, 2142
2161, 455, 2141
2162, 455, 2140
2163, 455, 2139
2164, 455, 2138
2165, 455, 2137
2166, 455, 2136
2167, 455, 2135
2168, 455, 2134
2169, 455, 2133
2170, 455, 2132
2171, 455, 2131
2172, 455, 2130
2173, 455, 2129
2174, 455, 2128
2175, 455, 2127
2176, 455, 2126
2177, 455, 2125
2178, 455, 2124
2179, 455, 2123
2180, 455, 2122
2181, 455, 2121
2182, 455, 2120
2183, 455, 2119
2184, 455, 2118
2185, 455, 2117
2186, 455, 2116
2187, 455, 2115
2188, 455, 2114
2189, 455, 2113
2190, 455, 2112
2191, 455, 2111
2192, 455, 2110
2193, 455, 2109
2194, 455, 2108
2195, 455, 2107
2196, 455, 2106
2197, 455, 2105
2198, 455, 2104
2199, 455, 2103
2200, 455, 2102
2201, 455, 2101
2202, 455, 2100
2203, 455, 2099
2204, 455, 2098
2205, 455, 2097
2206, 455, 2096
2207, 455, 2095
2208, 455, 2094
2209, 455, 2093
2210, 455, 2092
2211, 455, 2091
2212, 455, 2090
2213, 455, 2089
2214, 455, 2088
2215, 455, 2087
2216, 455, 2086
2217, 455, 2085
2218, 455, 2084
2219, 455, 2083
2220, 455, 2082
2221, 455, 2081
2222, 455, 2080
2223, 455, 2079
2224, 455, 2078
2225, 455, 2077
2226, 455, 2076
2227, 455, 2075
2228, 455, 2074
2229, 455, 2073
2230, 455, 2072
2231, 455, 2071
2232, 455, 2070
2233, 455, 2069
2234, 455, 2068
2235, 455, 2067
2236, 455, 2066
2237, 455, 2065
2238, 455, 2064
2239, 455, 2063
2240, 455, 2062
2241, 455, 2061
2242, 455, 2060
2243, 455, 2059
2244, 455, 2058
2245, 455, 2057
2246, 455, 2056
2247, 455, 2055
2248, 455, 2054
2249, 455, 2053
2250, 455, 2052
2251, 455, 2051
2252, 455, 2050
2253, 455, 2049
2254, 455, 2048
2255, 455, 2047
2256, 455, 2046
2257, 455, 2045
2258, 455, 2044
2259, 455, 2043
2260, 455, 2042
2261, 455, 2041
2262, 455, 2040
2263, 455, 2039
2264, 455, 2038
2265, 455, 2037
2266, 455, 2036
2267, 455, 2035
2268, 455, 2034
2269, 455, 2033
2270, 455, 2032
2271, 455, 2031
2272, 455, 2030
2273, 455, 2029
2274, 455, 2028
2275, 455, 2027
2276, 455, 2026
2277, 455, 2025
2278, 455, 2024
2279, 455, 2023
2280, 455, 2022
2281, 455, 2021
2282, 455, 2020
2283, 455, 2019
2284, 455, 2018
2285, 455, 2017
2286, 455, 2016
2287, 455, 2015
2288, 455, 2014
2289, 455, 2013
2290, 455, 2012
2291, 455, 2011
2292, 455, 2010
2293, 455, 2009
2294, 455, 2008
2295, 455, 2007
2296, 455, 2006
2297, 455, 2005
2298, 455, 2004
2299, 455, 2003
2300, 455, 2002
2301, 455, 2001
2302, 455, 2000
2303, 455, 1999
2304, 455, 1998
2305, 455, 1997
2306, 455, 1996
2307, 455, 1995
2308, 455, 1994
2309, 455, 1993
2310, 455, 1992
2311, 455, 1991
2312, 455, 1990
2313, 455, 1989
2314, 455, 1988
2315, 455, 1987
2316, 455, 1986
2317, 455, 1985
2318, 455, 1984
2319, 455, 1983
2320, 455, 1982
2321, 455, 1981
2322, 455, 1980
2323, 455, 1979
2324, 455, 1978
2325, 455, 1977
2326, 455, 1976
2327, 455, 1975
2328, 455, 1974
2329, 455, 1973
2330, 455, 1972
2331, 455, 1971
2332, 455, 1970
2333, 455, 1969
2334, 455, 1968
2335, 455, 1967
2336, 455, 1966
2337, 455, 1965
2338, 455, 1964
2339, 455, 1963
2340, 455, 1962
2341, 455, 1961
2342, 455, 1960
2343, 455, 1959
2344, 455, 1958
2345, 455, 1957
2346, 455, 1956
2347, 455, 1955
2348, 455, 1954
2349, 455, 1953
2350, 455, 1952
2351, 455, 1951
2352, 455, 1950
2353, 455, 1949
2354, 455, 1948
2355, 455, 1947
2356, 455, 1946
2357, 455, 1945
2358, 455, 1944
2359, 455, 1943
2360, 455, 1942
2361, 455, 1941
2362, 455, 1940
2363, 455, 1939
2364, 455, 1938
2365, 455, 1937
2366, 455, 1936
2367, 455, 1935
2368, 455, 1934
2369, 455, 1933
2370, 455, 1932
2371, 455, 1931
2372, 455, 1930
2373, 455, 1929
2374, 455, 1928
2375, 455, 1927
2376, 455, 1926
2377, 455, 1925
2378, 455, 1924
2379, 455, 1923
2380, 455, 1922
2381, 455, 1921
2382, 455, 1920
2383, 455, 1919
2384, 455, 1918
2385, 455, 1917
2386, 455, 1916
2387, 455, 1915
2388, 455, 1914
2389, 455, 1913
2390, 455, 1912
2391, 455, 1911
2392, 455, 1910
2393, 455, 1909
2394, 455, 1908
2395, 455, 1907
2396, 455, 1906
2397, 455, 1905
2398, 455, 1904
2399, 455, 1903
2400, 455, 1902
2401, 455, 1901
2402, 455, 1900
2403, 455, 1899
2404, 455, 1898
2405, 455, 1897
2406, 455, 1896
2407, 455, 1895
2408, 455, 1894
2409, 455, 1893
2410, 455, 1892
2411, 455, 1891
2412, 455, 1890
2413, 455, 1889
2414, 455, 1888
2415, 455, 1887
2416, 455, 1886
2417, 455, 1885
2418, 455, 1884
2419, 455, 1883
2420, 455, 1882
2421, 455, 1881
2422, 455, 1880
2423, 455, 1879
2424, 455, 1878
2425, 455, 1877
2426, 455, 1876
2427, 455, 1875
2428, 455, 1874
2429, 455, 1873
2430, 455, 1872
2431, 455, 1871
2432, 455, 1870
2433, 455, 1869
2434, 455, 1868
2435, 455, 1867
2436, 455, 1866
2437, 455, 1865
2438, 455, 1864
2439, 455, 1863
2440, 455, 1862
2441, 455, 1861
2442, 455, 1860
2443, 455, 1859
2444, 455, 1858
2445, 455, 1857
2446, 455, 1856
2447, 455, 1855
2448, 455, 1854
2449, 455, 1853
2450, 455, 1852
2451, 455, 1851
2452, 455, 1850
2453, 455, 1849
2454, 455, 1848
2455, 455, 1847
2456, 455, 1846
2457, 455, 1845
2458, 455, 1844
2459, 455, 1843
2460, 455, 1842
2461, 455, 1841
2462, 455, 1840
2463, 455, 1839
2464, 455, 1838
2465, 455, 1837
2466, 455, 1836
2467, 455, 1835
2468, 455, 1834
2469, 455, 1833
2470, 455, 1832
2471, 455, 1831
2472, 455, 1830
2473, 455, 1829
2474, 455, 1828
2475, 455, 1827
2476, 455, 1826
2477, 455, 1825
2478, 455, 1824
2479, 455, 1823
2480, 455, 1822
2481, 455, 1821
2482, 455, 1820
2483, 455, 1819
2484, 455, 1818
2485, 455, 1817
2486, 455, 1816
2487, 455, 1815
2488, 455, 1814
2489, 455, 1813
2490, 455, 1812
2491, 455, 1811
2492, 455, 1810
2493, 455, 1809
2494, 455, 1808
2495, 455, 1807
2496, 455, 1806
2497, 455, 1805
2498, 455, 1804
2499, 455, 1803
2500, 455, 1802
2501, 455, 1801
2502, 455, 1800
2503, 455, 1799
2504, 455, 1798
2505, 455, 1797
2506, 455, 1796
2507, 455, 1795
2508, 455, 1794
2509, 455, 1793
2510, 455, 1792
2511, 455, 1791
2512, 455, 1790
2513, 455, 1789
2514, 455, 1788
2515, 455, 1787
2516, 455, 1786
2517, 455, 1785
2518, 455, 1784
2519, 455, 1783
2520, 455, 1782
2521, 455, 1781
2522, 455, 1780
2523, 455, 1779
2524, 455, 1778
2525, 455, 1777
2526, 455, 1776
2527, 455, 1775
2528, 455, 1774
2529, 455, 1773
2530, 455, 1772
2531, 455, 1771
2532, 455, 1770
2533, 455, 1769
2534, 455, 1768
2535, 455, 1767
2536, 455, 1766
2537, 455, 1765
2538, 455, 1764
2539, 455, 1763
2540, 455, 1762
2541, 455, 1761
2542, 455, 1760
2543, 455, 1759
2544, 455, 1758
2545, 455, 1757
2546, 455, 1756
2547, 455, 1755
2548, 455, 1754
2549, 455, 1753
2550, 455, 1752
2551, 455, 1751
2552, 455, 1750
2553, 455, 1749
2554, 455, 1748
2555, 455, 1747
2556, 455, 1746
2557, 455, 1745
2558, 455, 1744
2559, 455, 1743
2560, 455, 1742
2561, 455, 1741
2562, 455, 1740
2563, 455, 1739
2564, 455, 1738
2565, 455, 1737
2566, 455, 1736
2567, 455, 1735
2568, 455, 1734
2569, 455, 1733
2570, 455, 1732
2571, 455, 1731
2572, 455, 1730
2573, 455, 1729
2574, 455, 1728
2575, 455, 1727
2576, 455, 1726
2577, 455, 1725
2578, 455, 1724
2579, 455, 1723
2580, 455, 1722
2581, 455, 1721
2582, 455, 1720
2583, 455, 1719
2584, 455, 1718
2585, 455, 1717
2586, 455, 1716
2587, 455, 1715
2588, 455, 1714
2589, 455, 1713
2590, 455, 1712
2591, 455, 1711
2592, 455, 1710
2593, 455, 1709
2594, 455, 1708
2595, 455, 1707
2596, 455, 1706
2597, 455, 1705
2598, 455, 1704
2599, 455, 1703
2600, 455, 1702
2601, 455, 1701
2602, 455, 1700
2603, 455, 1699
2604, 455, 1698
2605, 455, 1697
2606, 455, 1696
2607, 455, 1695
2608, 455, 1694
2609, 455, 1693
2610, 455, 1692
2611, 455, 1691
2612, 455, 1690
2613, 455, 1689
2614, 455, 1688
2615, 455, 1687
2616, 455, 1686
2617, 455, 1685
2618, 455, 1684
2619, 455, 1683
2620, 455, 1682
2621, 455, 1681
2622, 455, 1680
2623, 455, 1679
2624, 455, 1678
2625, 455, 1677
2626, 455, 1676
2627, 455, 1675
2628, 455, 1674
2629, 455, 1673
2630, 455, 1672
2631, 455, 1671
2632, 455, 1670
2633, 455, 1669
2634, 455, 1668
2635, 455, 1667
2636, 455, 1666
2637, 455, 1665
2638, 455, 1664
2639, 455, 1663
2640, 455, 1662
2641, 455, 1661
2642, 455, 1660
2643, 455, 1659
2644, 455, 1658
2645, 455, 1657
2646, 455, 1656
2647, 455, 1655
2648, 455, 1654
2649, 455, 1653
2650, 455, 1652
2651, 455, 1651
2652, 455, 1650
2653, 455, 1649
2654, 455, 1648
2655, 455, 1647
2656, 455, 1646
2657, 455, 1645
2658, 455, 1644
2659, 455, 1643
2660, 455, 1642
2661, 455, 1641
2662, 455, 1640
2663, 455, 1639
2664, 455, 1638
2665, 455, 1637
2666, 455, 1636
2667, 455, 1635
2668, 455, 1634
2669, 455, 1633
2670, 455, 1632
2671, 455, 1631
2672, 455, 1630
2673, 455, 1629
2674, 455, 1628
2675, 455, 1627
2676, 455, 1626
2677, 455, 1625
2678, 455, 1624
2679, 455, 1623
2680, 455, 1622
2681, 455, 1621
2682, 455, 1620
2683, 455, 1619
2684, 455, 1618
2685, 455, 1617
2686, 455, 1616
2687, 455, 1615
2688, 455, 1614
2689, 455, 1613
2690, 455, 1612
2691, 455, 1611
2692, 455, 1610
2693, 455, 1609
2694, 455, 1608
2695, 455, 1607
2696, 455, 1606
2697, 455, 1605
2698, 455, 1604
2699, 455, 1603
2700, 455, 1602
2701, 455, 1601
2702, 455, 1600
2703, 455, 1599
2704, 455, 1598
2705, 455, 1597
2706, 455, 1596
2707, 455, 1595
2708, 455, 1594
2709, 455, 1593
2710, 455, 1592
2711, 455, 1591
2712, 455, 1590
2713, 455, 1589
2714, 455, 1588
2715, 455, 1587
2716, 455, 1586
2717, 455, 1585
2718, 455, 1584
2719, 455, 1583
2720, 455, 1582
2721, 455, 1581
2722, 455, 1580
2723, 455, 1579
2724, 455, 1578
2725, 455, 1577
2726, 455, 1576
2727, 455, 1575
2728, 455, 1574
2729, 455, 1573
2730, 455, 1572
2731, 455, 1571
2732, 455, 1570
2733, 455, 1569
2734, 455, 1568
2735, 455, 1567
2736, 455, 1566
2737, 455, 1565
2738, 455, 1564
2739, 455, 1563
2740, 455, 1562
2741, 455, 1561
2742, 455, 1560
2743, 455, 1559
2744, 455, 1558
2745, 455, 1557
2746, 455, 1556
2747, 455, 1555
2748, 455, 1554
2749, 455, 1553
2750, 455, 1552
2751, 455, 1551
2752, 455, 1550
2753, 455, 1549
2754, 455, 1548
2755, 455, 1547
2756, 455, 1546
2757, 455, 1545
2758, 455, 1544
2759, 455, 1543
2760, 455, 1542
2761, 455, 1541
2762, 455, 1540
2763, 455, 1539
2764, 455, 1538
2765, 455, 1537
2766, 455, 1536
2767, 455, 1535
2768, 455, 1534
2769, 455, 1533
2770, 455, 1532
2771, 455, 1531
2772, 455, 1530
2773, 455, 1529
2774, 455, 1528
2775, 455, 1527
2776, 455, 1526
2777, 455, 1525
2778, 455, 1524
2779, 455, 1523
2780, 455, 1522
2781, 455, 1521
2782, 455, 1520
2783, 455, 1519
2784, 455, 1518
2785, 455, 1517
2786, 455, 1516
2787, 455, 1515
2788, 455, 1514
2789, 455, 1513
2790, 455, 1512
2791, 455, 1511
2792, 455, 1510
2793, 455, 1509
2794, 455, 1508
2795, 455, 1507
2796, 455, 1506
2797, 455, 1505
2798, 455, 1504
2799, 455, 1503
2800, 455, 1502
2801, 455, 1501
2802, 455, 1500
2803, 455, 1499
2804, 455, 1498
2805, 455, 1497
2806, 455, 1496
2807, 455, 1495
2808, 455, 1494
2809, 455, 1493
2810, 455, 1492
2811, 455, 1491
2812, 455, 1490
2813, 455, 1489
2814, 455, 1488
2815, 455, 1487
2816, 455, 1486
2817, 455, 1485
2818, 455, 1484
2819, 455, 1483
2820, 455, 1482
2821, 455, 1481
2822, 455, 1480
2823, 455, 1479
2824, 455, 1478
2825, 455, 1477
2826, 455, 1476
2827, 455, 1475
2828, 455, 1474
2829, 455, 1473
2830, 455, 1472
2831, 455, 1471
2832, 455, 1470
2833, 455, 1469
2834, 455, 1468
2835, 455, 1467
2836, 455, 1466
2837, 455, 1465
2838, 455, 1464
2839, 455, 1463
2840, 455, 1462
2841, 455, 1461
2842, 455, 1460
2843, 455, 1459
2844, 455, 1458
2845, 455, 1457
2846, 455, 1456
2847, 455, 1455
2848, 455, 1454
2849, 455, 1453
2850, 455, 1452
2851, 455, 1451
2852, 455, 1450
2853, 455, 1449
2854, 455, 1448
2855, 455, 1447
2856, 455, 1446
2857, 455, 1445
2858, 455, 1444
2859, 455, 1443
2860, 455, 1442
2861, 455, 1441
2862, 455, 1440
2863, 455, 1439
2864, 455, 1438
2865, 455, 1437
2866, 455, 1436
2867, 455, 1435
2868, 455, 1434
2869, 455, 1433
2870, 455, 1432
2871, 455, 1431
2872, 455, 1430
2873, 455, 1429
2874, 455, 1428
2875, 455, 1427
2876, 455, 1426
2877, 455, 1425
2878, 455, 1424
2879, 455, 1423
2880, 455, 1422
2881, 455, 1421
2882, 455, 1420
2883, 455, 1419
2884, 455, 1418
2885, 455, 1417
2886, 455, 1416
2887, 455, 1415
2888, 455, 1414
2889, 455, 1413
2890, 455, 1412
2891, 455, 1411
2892, 455, 1410
2893, 455, 1409
2894, 455, 1408
2895, 455, 1407
2896, 455, 1406
2897, 455, 1405
2898, 455, 1404
2899, 455, 1403
2900, 455, 1402
2901, 455, 1401
2902, 455, 1400
2903, 455, 1399
2904, 455, 1398
2905, 455, 1397
2906, 455, 1396
2907, 455, 1395
2908, 455, 1394
2909, 455, 1393
2910, 455, 1392
2911, 455, 1391
2912, 455, 1390
2913, 455, 1389
2914, 455, 1388
2915, 455, 1387
2916, 455, 1386
2917, 455, 1385
2918, 455, 1384
2919, 455, 1383
2920, 455, 1382
2921, 455, 1381
2922, 455, 1380
2923, 455, 1379
2924, 455, 1378
2925, 455, 1377
2926, 455, 1376
2927, 455, 1375
2928, 455, 1374
2929, 455, 1373
2930, 455, 1372
2931, 455, 1371
2932, 455, 1370
2933, 455, 1369
2934, 455, 1368
2935, 455, 1367
2936, 455, 1366
2937, 455, 1365
2938, 455, 1364
2939, 455, 1363
2940, 455, 1362
2941, 455, 1361
2942, 455, 1360
